10
1000 2000
227 226 -943
706 10 -958
16 15 -978
140 530 -931
674 840 -935
781 941 -985
519 518 -939
697 696 -935
513 512 -913
386 385 -991
309 172 -933
25 605 -948
785 905 -905
90 151 -944
470 469 -907
933 611 -922
340 339 -970
745 744 -950
129 262 -908
196 381 -950
894 893 -977
168 167 -926
389 388 -917
640 746 -913
592 591 -939
991 9 -976
129 128 -919
791 775 -936
200 133 -949
825 824 -900
464 463 -983
518 517 -957
995 110 -902
750 749 -962
491 551 -916
267 266 -920
22 21 -924
395 394 -954
299 741 -934
288 287 -973
100 214 -936
803 802 -945
469 468 -907
699 107 -933
13 12 -951
456 455 -916
143 39 -972
10 990 -917
334 333 -920
775 859 -971
179 394 -998
991 990 -930
661 660 -971
375 896 -901
737 736 -993
853 980 -916
47 617 -993
900 899 -1000
297 296 -992
721 226 -949
16 750 -980
660 200 -951
114 405 -962
147 146 -913
224 782 -937
814 813 -973
53 913 -910
37 36 -962
766 114 -940
935 866 -938
177 463 -973
996 966 -988
360 723 -953
197 538 -924
657 822 -984
901 900 -983
758 757 -945
128 468 -967
361 360 -930
629 535 -959
355 354 -904
553 552 -901
76 75 -946
630 214 -968
734 421 -990
625 447 -949
572 571 -935
934 933 -955
174 736 -959
891 890 -949
907 985 -917
742 193 -993
961 999 -936
811 946 -946
263 214 -954
407 360 -983
518 449 -914
939 938 -943
754 753 -951
943 942 -991
124 390 -975
3 2 -948
484 483 -919
919 918 -901
615 164 -924
37 161 -907
940 308 -997
690 428 -906
4 3 -996
195 194 -974
859 858 -933
1 0 -905
679 678 -998
50 49 -920
598 597 -934
215 22 -909
544 471 -956
675 263 -989
240 239 -952
739 738 -927
331 439 -975
782 965 -996
307 306 -971
758 39 -921
457 233 -999
180 158 -936
26 525 -904
379 662 -945
495 494 -928
867 259 -987
223 637 -975
847 846 -977
784 783 -919
739 948 -978
798 614 -908
142 258 -977
62 61 -985
305 553 -962
721 720 -989
20 19 -962
60 59 -940
469 323 -989
64 63 -931
412 607 -906
777 776 -937
10 269 -910
419 418 -985
204 203 -932
600 705 -910
922 822 -955
998 997 -1000
941 6 -919
337 336 -952
423 713 -913
682 681 -902
277 276 -971
456 458 -902
744 743 -995
238 377 -973
266 309 -924
837 436 -934
405 816 -915
70 69 -939
705 86 -1000
74 137 -941
175 235 -959
107 106 -966
817 61 -989
304 5 -902
480 479 -985
361 140 -933
113 112 -971
18 365 -969
902 791 -936
533 927 -933
862 861 -993
442 441 -940
117 960 -966
612 401 -991
451 153 -907
247 27 -967
302 301 -987
349 348 -970
700 699 -991
599 598 -990
11 665 -926
123 698 -949
730 683 -930
292 184 -936
988 75 -956
907 906 -967
88 87 -998
955 954 -998
328 327 -931
194 290 -963
365 501 -957
114 109 -947
406 131 -986
626 625 -996
199 198 -902
269 564 -940
238 796 -949
309 308 -941
522 521 -986
696 893 -994
255 703 -943
944 943 -944
560 559 -971
576 133 -903
329 328 -945
11 10 -912
417 491 -965
563 599 -947
781 780 -970
59 58 -907
411 410 -926
443 148 -936
615 614 -967
430 571 -949
353 479 -1000
205 169 -904
138 137 -921
936 935 -932
737 318 -972
530 893 -918
506 386 -947
649 524 -906
454 453 -935
299 550 -958
887 886 -932
986 275 -936
852 182 -992
329 46 -967
357 356 -906
212 211 -963
115 114 -966
376 375 -977
680 679 -955
850 46 -955
339 722 -971
130 129 -999
219 218 -921
635 887 -900
847 739 -980
161 881 -901
364 363 -904
708 707 -908
710 504 -914
410 746 -969
374 373 -969
336 335 -977
738 573 -952
49 139 -974
422 421 -907
619 618 -915
672 88 -933
630 965 -951
160 399 -982
184 380 -912
421 691 -951
633 632 -983
72 390 -973
24 23 -954
663 662 -968
434 433 -992
259 258 -931
21 20 -964
381 491 -951
537 902 -930
379 77 -944
122 121 -903
47 46 -901
437 436 -984
657 656 -970
34 33 -1000
888 572 -986
475 474 -970
761 760 -961
145 637 -996
775 79 -908
585 584 -932
322 321 -989
666 665 -945
333 497 -945
617 316 -925
395 248 -955
390 389 -969
869 868 -973
584 932 -986
553 252 -967
478 846 -911
839 838 -928
993 992 -954
556 969 -943
616 462 -931
893 892 -974
481 116 -982
981 273 -986
870 869 -980
308 314 -925
48 47 -955
51 50 -919
667 507 -978
775 836 -977
143 142 -991
878 139 -904
172 685 -915
413 412 -954
26 674 -988
104 103 -979
741 836 -997
914 913 -973
323 322 -958
676 347 -914
769 768 -924
713 712 -950
53 52 -980
986 230 -985
450 67 -923
782 781 -908
712 684 -937
342 341 -904
619 268 -955
187 940 -932
586 527 -959
855 854 -979
184 183 -984
448 345 -987
289 288 -911
116 115 -955
258 257 -994
429 428 -942
825 565 -954
880 879 -949
926 925 -996
308 785 -992
404 738 -929
562 561 -968
290 862 -915
722 309 -948
420 394 -980
459 287 -949
531 922 -953
82 81 -927
415 858 -990
895 894 -908
198 866 -950
610 760 -985
209 283 -977
49 48 -900
907 223 -937
759 640 -957
704 783 -979
597 278 -950
211 313 -984
18 267 -959
984 983 -907
792 791 -968
320 377 -944
384 383 -985
294 293 -935
881 880 -998
606 915 -996
673 672 -972
529 528 -904
691 655 -981
623 622 -970
578 9 -937
485 484 -936
845 844 -949
42 41 -906
759 758 -903
799 798 -946
577 959 -960
927 507 -903
512 511 -929
657 555 -993
378 706 -964
588 397 -904
590 589 -941
244 647 -973
889 888 -996
429 378 -974
411 655 -910
291 290 -949
650 398 -928
461 460 -993
595 594 -964
521 221 -957
983 982 -968
30 359 -921
952 563 -961
85 84 -928
962 961 -987
890 889 -915
84 283 -978
201 85 -979
563 4 -959
30 983 -935
30 29 -929
992 606 -926
449 448 -919
503 502 -921
309 572 -952
521 725 -916
717 716 -929
977 976 -978
920 919 -974
748 938 -904
297 686 -954
509 533 -978
846 553 -988
581 580 -908
461 767 -912
945 597 -971
892 891 -925
345 344 -967
466 600 -986
940 282 -965
561 560 -935
533 532 -916
928 327 -900
274 361 -911
925 924 -905
74 960 -952
778 777 -900
965 964 -972
105 104 -981
987 820 -975
100 799 -934
590 747 -966
664 663 -907
866 258 -965
21 829 -941
797 796 -954
447 494 -930
365 364 -956
235 331 -983
606 242 -988
569 568 -999
76 528 -938
485 338 -987
683 682 -955
515 209 -907
674 673 -939
323 266 -979
2 1 -908
909 908 -940
151 424 -987
497 35 -944
714 713 -903
24 904 -909
730 729 -952
224 223 -977
667 377 -939
329 537 -999
594 593 -946
325 4 -987
405 404 -905
693 692 -993
372 481 -948
630 109 -977
846 845 -948
325 324 -974
823 822 -987
311 310 -986
428 427 -954
836 476 -900
387 738 -957
803 338 -954
303 866 -975
950 949 -912
4 817 -989
802 801 -999
182 660 -949
260 259 -974
495 322 -975
467 726 -904
883 921 -943
663 401 -967
910 985 -965
931 930 -946
443 442 -906
263 262 -988
545 544 -912
565 454 -986
271 780 -961
637 386 -978
937 936 -920
902 901 -942
822 821 -939
61 60 -933
571 570 -959
882 881 -999
187 836 -999
56 55 -901
493 492 -912
490 489 -935
941 390 -948
67 66 -947
416 415 -971
842 841 -940
153 135 -906
698 697 -997
403 402 -921
828 827 -957
872 775 -937
455 258 -920
564 563 -959
609 608 -949
638 232 -913
593 217 -978
967 540 -952
478 552 -974
584 583 -980
976 30 -948
617 616 -982
514 274 -922
339 928 -999
211 358 -990
678 677 -908
251 250 -975
231 915 -992
886 63 -910
535 534 -978
620 619 -973
131 130 -966
43 42 -915
477 417 -917
832 831 -938
779 186 -964
385 952 -932
878 93 -959
6 796 -999
442 330 -946
435 434 -982
489 488 -999
121 120 -900
520 519 -984
577 576 -925
335 428 -987
253 252 -934
736 822 -959
166 664 -970
196 959 -900
630 629 -978
595 581 -926
41 40 -988
499 977 -973
470 517 -984
394 393 -930
596 720 -958
768 767 -902
488 487 -983
381 380 -988
810 809 -990
722 721 -976
389 106 -955
502 501 -937
596 595 -946
452 451 -972
765 764 -924
303 479 -906
655 654 -942
850 849 -907
446 419 -981
508 887 -983
649 648 -959
383 382 -965
281 280 -932
303 288 -953
772 771 -963
631 244 -953
201 200 -980
951 950 -931
169 168 -945
844 843 -985
692 454 -951
73 72 -979
455 224 -960
626 498 -940
325 286 -923
838 837 -955
663 613 -963
185 184 -965
335 334 -963
179 783 -946
63 62 -962
864 367 -954
853 52 -966
884 883 -980
84 51 -928
793 792 -998
863 862 -965
162 161 -923
31 910 -972
818 817 -975
519 757 -925
867 213 -962
80 408 -917
849 893 -976
473 472 -990
796 397 -994
747 135 -944
382 449 -949
285 284 -985
699 698 -909
711 710 -990
231 298 -902
357 274 -995
764 763 -956
486 588 -939
829 417 -922
180 179 -906
474 473 -983
213 371 -991
390 343 -963
527 526 -981
865 864 -926
524 523 -958
339 584 -967
72 610 -924
530 529 -965
366 963 -922
279 278 -948
997 315 -936
941 587 -919
111 829 -980
173 172 -925
264 263 -958
332 331 -955
250 249 -951
271 270 -951
964 963 -921
534 533 -931
415 414 -950
262 261 -993
232 231 -968
671 670 -902
236 235 -915
24 211 -926
166 165 -955
536 674 -960
703 702 -936
924 923 -993
790 13 -972
702 411 -983
856 566 -980
675 674 -994
167 166 -968
84 83 -955
99 98 -1000
310 309 -973
475 965 -928
660 160 -981
851 850 -910
171 393 -918
269 268 -974
455 569 -939
463 573 -902
221 220 -952
774 773 -975
269 868 -958
727 726 -980
229 570 -920
181 180 -941
298 297 -930
988 987 -935
471 470 -906
788 787 -915
780 760 -907
652 651 -963
188 187 -945
685 684 -947
749 640 -967
96 510 -966
114 113 -943
507 506 -935
391 390 -955
593 592 -940
671 132 -994
462 461 -955
30 942 -955
613 612 -939
917 916 -911
609 557 -952
438 437 -915
234 387 -995
970 969 -987
105 476 -913
629 999 -948
91 124 -955
912 911 -949
365 331 -971
482 481 -992
234 233 -972
194 193 -973
619 256 -914
425 495 -926
749 748 -968
736 735 -937
555 554 -934
610 337 -945
205 204 -936
50 603 -930
626 93 -919
367 366 -916
183 182 -995
146 156 -947
967 966 -952
813 90 -976
186 185 -916
533 667 -917
949 662 -983
734 733 -1000
398 397 -926
825 133 -909
311 98 -930
436 448 -907
969 968 -986
17 16 -943
976 975 -956
347 346 -928
25 24 -926
654 653 -950
161 160 -903
333 332 -933
566 520 -920
230 229 -934
479 215 -904
683 924 -944
800 799 -996
826 818 -995
852 613 -947
523 522 -998
16 65 -984
432 673 -906
363 362 -952
549 349 -970
19 18 -990
759 319 -925
545 283 -950
902 894 -937
894 89 -920
605 330 -957
763 640 -983
849 848 -987
126 470 -936
301 300 -904
993 215 -978
183 630 -916
586 585 -930
272 439 -998
359 663 -907
78 517 -982
225 224 -974
59 119 -991
495 222 -994
120 119 -948
715 714 -981
877 876 -908
987 769 -962
881 989 -904
211 210 -979
296 295 -943
959 958 -991
436 774 -932
373 372 -976
515 495 -908
268 267 -997
83 82 -925
528 552 -943
492 491 -991
225 129 -908
687 574 -961
551 550 -944
379 378 -946
601 297 -942
552 120 -998
207 206 -984
686 450 -960
191 190 -967
785 784 -927
127 702 -906
479 80 -951
248 247 -955
614 96 -989
178 399 -947
318 985 -908
826 825 -959
329 185 -921
946 945 -985
656 655 -958
179 703 -927
746 227 -915
365 7 -921
853 852 -970
783 782 -930
508 507 -984
750 248 -943
4 781 -975
286 285 -924
312 311 -972
828 664 -904
605 123 -907
483 482 -973
760 137 -978
718 717 -951
745 502 -956
774 211 -978
578 228 -953
848 653 -940
894 694 -913
543 542 -962
333 552 -935
950 683 -955
819 162 -900
499 498 -978
918 917 -907
767 766 -940
244 243 -917
994 993 -916
360 792 -982
542 541 -926
867 477 -998
257 256 -983
726 662 -947
982 981 -971
628 724 -908
65 64 -909
165 791 -930
514 703 -920
351 350 -909
588 315 -920
566 565 -960
847 50 -965
252 910 -942
395 786 -954
713 403 -959
858 857 -977
852 851 -906
115 583 -979
779 778 -953
417 416 -999
527 778 -983
339 338 -915
627 307 -910
708 500 -973
878 877 -959
500 499 -922
175 634 -973
794 793 -923
252 251 -969
168 354 -915
81 80 -968
522 64 -917
393 718 -953
153 699 -959
197 196 -922
101 100 -936
687 686 -984
156 426 -923
45 71 -906
735 773 -945
960 959 -904
672 671 -901
705 732 -926
172 171 -969
591 590 -927
385 384 -938
618 617 -999
421 420 -989
141 140 -921
61 974 -963
531 530 -974
928 927 -907
162 137 -949
622 621 -917
955 852 -963
989 905 -949
446 445 -912
23 408 -923
10 9 -998
214 257 -983
552 551 -910
140 139 -939
657 629 -948
983 278 -978
478 905 -938
892 159 -923
634 633 -981
14 13 -933
464 153 -918
273 272 -974
640 261 -927
527 444 -968
321 320 -903
923 922 -923
544 474 -903
772 144 -943
852 636 -944
176 175 -990
645 644 -988
968 967 -937
707 706 -986
436 971 -972
55 138 -918
239 805 -904
226 225 -908
801 800 -901
236 241 -919
755 849 -965
324 249 -960
198 197 -977
529 400 -914
460 649 -905
329 558 -967
957 956 -913
650 649 -902
898 897 -940
608 607 -922
29 435 -976
728 727 -969
992 410 -952
898 737 -990
359 358 -912
984 420 -963
613 114 -999
583 582 -958
374 928 -946
358 357 -986
119 944 -993
283 282 -961
38 37 -956
450 449 -979
888 982 -975
282 281 -904
72 71 -979
614 613 -938
414 605 -910
183 186 -944
854 853 -977
430 429 -912
956 955 -980
526 525 -919
280 420 -918
868 867 -938
155 643 -952
772 390 -973
143 577 -983
7 6 -997
712 470 -990
957 778 -953
261 251 -990
967 809 -992
562 608 -975
582 581 -953
858 985 -980
46 45 -974
410 996 -922
587 586 -948
463 462 -994
353 352 -978
409 408 -995
80 164 -924
763 762 -900
558 557 -907
464 636 -953
852 343 -922
55 438 -902
598 529 -958
465 464 -959
73 676 -989
146 145 -986
559 558 -955
807 806 -920
751 750 -911
448 447 -920
79 555 -936
148 273 -992
816 345 -931
385 840 -970
342 764 -972
224 216 -981
338 337 -937
102 541 -979
522 752 -969
487 690 -985
447 128 -957
525 524 -928
510 509 -913
35 34 -927
918 837 -912
656 745 -901
512 404 -984
111 62 -996
766 765 -996
646 294 -939
817 816 -953
112 111 -917
571 914 -974
410 930 -926
867 673 -964
348 347 -984
978 977 -965
824 823 -989
762 761 -997
490 781 -938
456 330 -988
550 549 -944
42 240 -963
963 962 -911
272 271 -944
621 620 -995
111 253 -907
468 467 -979
647 646 -962
23 475 -986
431 574 -999
733 732 -910
999 998 -983
923 49 -943
911 213 -935
432 417 -930
724 723 -950
95 94 -905
659 658 -916
829 828 -916
585 316 -973
865 265 -973
644 643 -965
836 835 -997
478 475 -930
0 999 -933
304 555 -948
743 742 -960
924 726 -942
705 704 -903
394 846 -969
281 477 -993
29 28 -999
440 439 -964
505 957 -997
808 917 -967
816 40 -970
305 304 -981
481 690 -913
713 373 -975
444 551 -958
815 814 -917
768 533 -932
724 953 -969
580 579 -900
494 493 -953
938 998 -953
334 121 -903
836 77 -968
356 355 -947
833 832 -999
119 118 -928
152 151 -960
651 650 -959
249 248 -949
134 133 -933
897 132 -974
210 209 -989
771 692 -946
447 446 -916
540 759 -937
278 277 -1000
740 739 -982
255 232 -926
728 936 -925
813 812 -951
456 848 -928
22 847 -953
861 860 -968
716 715 -920
319 318 -935
940 939 -925
783 228 -917
35 163 -990
241 240 -1000
481 480 -934
847 311 -984
746 745 -914
190 302 -923
270 269 -953
692 691 -986
427 486 -943
214 213 -935
894 622 -955
239 238 -952
580 138 -1000
408 634 -933
518 10 -955
445 444 -953
352 351 -904
509 508 -933
432 354 -971
778 217 -962
415 992 -978
604 143 -945
74 279 -954
7 106 -997
509 596 -922
593 914 -925
818 875 -905
911 910 -977
320 39 -939
695 694 -982
425 488 -958
945 944 -917
819 818 -919
653 125 -900
613 572 -945
971 3 -901
932 642 -976
196 195 -996
228 227 -944
736 131 -945
529 775 -907
354 353 -989
174 173 -989
45 44 -974
304 303 -934
826 609 -913
287 146 -993
636 635 -920
512 980 -949
653 652 -937
729 728 -919
407 406 -935
433 149 -940
193 192 -950
910 909 -918
262 675 -968
377 566 -903
36 35 -968
888 59 -993
496 495 -993
835 834 -949
669 668 -934
652 35 -952
950 707 -990
123 122 -900
720 719 -961
114 575 -971
665 664 -907
871 870 -973
728 13 -962
436 435 -902
709 657 -958
254 785 -912
346 984 -927
847 810 -978
641 194 -998
742 741 -977
441 440 -966
28 823 -946
585 854 -907
987 210 -907
828 725 -937
237 236 -966
423 422 -945
927 926 -1000
453 452 -925
92 91 -948
401 400 -978
691 690 -905
281 662 -905
672 386 -939
280 634 -940
843 746 -924
576 575 -960
676 836 -933
236 168 -995
40 39 -944
24 960 -977
787 786 -999
437 37 -985
765 422 -928
261 260 -960
151 145 -948
406 377 -976
530 967 -988
231 605 -992
354 863 -985
163 162 -977
433 432 -914
949 948 -952
58 57 -901
616 478 -922
5 603 -975
760 526 -937
448 636 -986
367 525 -922
867 866 -916
537 536 -997
684 683 -944
816 815 -975
126 125 -935
344 343 -900
93 92 -943
664 663 -991
49 933 -940
544 543 -943
793 610 -937
771 770 -942
909 797 -956
149 148 -953
726 489 -942
487 486 -977
366 365 -941
805 917 -912
786 785 -945
109 622 -940
485 251 -987
314 313 -951
424 423 -973
834 833 -992
315 314 -955
360 359 -935
625 624 -962
152 793 -983
284 283 -978
639 638 -943
668 667 -900
731 730 -926
308 307 -903
571 485 -991
404 403 -994
635 634 -921
426 425 -996
673 363 -977
243 242 -909
911 262 -904
821 820 -962
696 695 -945
691 210 -951
125 124 -949
575 776 -957
423 627 -973
497 496 -937
18 17 -932
63 864 -931
187 186 -957
588 587 -903
229 228 -970
148 984 -937
44 43 -902
33 323 -976
858 100 -970
412 411 -963
53 876 -958
500 891 -959
812 764 -944
780 779 -977
640 639 -949
320 202 -934
793 260 -969
254 453 -915
164 163 -901
71 903 -980
292 291 -903
593 784 -995
556 555 -967
110 109 -935
274 916 -988
606 605 -963
941 940 -916
556 428 -924
974 973 -993
504 479 -998
420 419 -988
11 987 -913
127 126 -900
75 74 -993
894 32 -905
883 882 -903
23 642 -994
939 882 -962
915 48 -970
97 96 -940
33 32 -933
548 547 -933
109 108 -989
66 958 -937
399 398 -960
213 212 -931
255 271 -923
723 722 -978
677 676 -999
646 645 -986
801 851 -983
19 306 -949
145 144 -934
107 327 -970
436 247 -913
754 600 -956
517 270 -950
322 71 -953
953 952 -957
375 521 -933
988 339 -995
664 586 -981
831 830 -908
459 458 -996
303 302 -965
348 448 -918
225 155 -949
1000 2000
170 169 -984
190 496 -969
319 18 -999
404 403 -971
144 809 -959
653 652 -901
681 680 -981
611 528 -975
159 158 -997
521 520 -951
868 867 -935
732 471 -946
887 886 -900
427 593 -951
248 378 -986
85 23 -908
803 802 -962
815 276 -936
700 111 -968
853 852 -917
753 752 -962
661 660 -945
627 831 -906
398 945 -900
625 428 -939
908 857 -930
596 595 -943
46 45 -904
545 544 -974
328 818 -901
843 772 -996
209 208 -917
533 532 -915
0 999 -999
324 323 -969
86 220 -941
614 613 -951
733 732 -907
750 749 -915
814 244 -933
607 197 -957
739 668 -967
264 512 -988
858 912 -967
817 816 -973
584 940 -964
424 423 -905
664 663 -940
47 52 -930
296 295 -931
43 633 -979
389 825 -926
882 881 -966
536 265 -943
619 654 -986
758 757 -978
918 917 -984
874 873 -969
660 622 -938
554 553 -963
892 891 -998
66 65 -989
202 27 -959
633 986 -933
504 923 -941
256 40 -997
175 628 -986
452 451 -976
789 788 -953
882 884 -955
93 92 -978
865 864 -974
658 657 -981
496 495 -983
101 489 -900
201 817 -944
683 383 -987
27 340 -965
785 659 -965
458 457 -947
998 997 -944
598 275 -937
107 624 -948
855 392 -913
892 662 -961
423 367 -994
395 139 -996
102 504 -906
514 513 -954
119 118 -908
306 305 -979
472 471 -907
421 420 -944
153 152 -994
152 151 -900
107 806 -968
169 458 -998
721 720 -963
128 563 -985
195 578 -902
333 332 -966
39 622 -920
111 110 -922
112 710 -904
944 943 -987
683 281 -919
771 770 -992
363 362 -928
199 726 -931
111 643 -971
761 760 -974
270 269 -960
398 360 -970
760 480 -941
308 307 -935
678 677 -964
232 231 -917
81 155 -952
855 854 -947
826 477 -933
120 346 -974
322 741 -938
836 835 -937
141 197 -988
590 589 -965
746 48 -921
93 241 -911
258 185 -953
227 226 -1000
242 241 -930
655 654 -963
65 429 -973
909 4 -962
757 907 -903
117 809 -952
891 890 -996
965 964 -986
683 882 -916
593 838 -976
499 780 -913
233 232 -965
701 700 -926
979 341 -967
146 439 -994
433 432 -934
315 424 -971
327 326 -930
428 717 -949
992 991 -943
288 402 -917
709 292 -967
273 272 -902
27 26 -972
767 766 -977
324 35 -924
591 834 -990
875 874 -934
255 412 -990
257 122 -935
213 522 -901
632 448 -917
192 191 -956
551 550 -988
204 203 -919
251 250 -960
812 954 -934
779 778 -900
441 440 -924
427 426 -962
621 673 -919
423 917 -969
247 246 -990
391 390 -961
912 720 -975
825 441 -902
208 682 -997
524 523 -925
863 59 -984
866 933 -911
443 812 -948
101 100 -962
962 961 -933
85 84 -995
843 82 -996
509 508 -914
877 876 -985
477 737 -909
425 922 -991
400 678 -902
569 568 -1000
732 14 -988
444 664 -926
49 48 -902
161 231 -904
53 52 -978
990 989 -947
846 927 -931
102 610 -952
25 24 -951
833 832 -944
728 528 -918
682 681 -906
812 811 -999
351 350 -913
154 948 -907
973 972 -916
364 487 -993
496 70 -955
64 63 -965
548 943 -900
453 334 -900
117 116 -977
335 334 -951
